,date,hour,energy_kWh
2197,2015-06-25,13,0.64
2198,2015-06-25,14,0.37
2199,2015-06-25,15,0.43
2200,2015-06-25,16,0.5
2201,2015-06-25,17,1.09
2202,2015-06-25,18,0.69
2203,2015-06-25,19,0.5
2204,2015-06-25,20,0.37
2205,2015-06-25,21,0.35
2206,2015-06-25,22,0.65
2207,2015-06-25,23,0.71
2208,2015-06-26,0,0.64
2209,2015-06-26,1,0.29
2210,2015-06-26,2,0.29
2211,2015-06-26,3,0.24
2212,2015-06-26,4,0.2
2213,2015-06-26,5,0.27
2214,2015-06-26,6,0.29
2215,2015-06-26,7,0.64
2216,2015-06-26,8,0.3
2217,2015-06-26,9,0.32
2218,2015-06-26,10,0.27
2219,2015-06-26,11,0.39
2220,2015-06-26,12,0.38
2221,2015-06-26,13,0.36
2222,2015-06-26,14,0.37
2223,2015-06-26,15,0.41
2224,2015-06-26,16,0.4
2225,2015-06-26,17,0.86
2226,2015-06-26,18,1.34
2227,2015-06-26,19,0.53
2228,2015-06-26,20,0.81
2229,2015-06-26,21,1.0
2230,2015-06-26,22,0.97
2231,2015-06-26,23,1.31
2232,2015-06-27,0,0.99
2233,2015-06-27,1,0.56
2234,2015-06-27,2,0.41
2235,2015-06-27,3,0.26
2236,2015-06-27,4,0.33
2237,2015-06-27,5,0.33
2238,2015-06-27,6,0.34
2239,2015-06-27,7,0.42
2240,2015-06-27,8,0.34
2241,2015-06-27,9,0.31
2242,2015-06-27,10,0.35
2243,2015-06-27,11,0.8
2244,2015-06-27,12,0.57
2245,2015-06-27,13,0.92
2246,2015-06-27,14,0.91
2247,2015-06-27,15,0.87
2248,2015-06-27,16,0.87
2249,2015-06-27,17,1.01
2250,2015-06-27,18,0.98
2251,2015-06-27,19,0.83
2252,2015-06-27,20,0.84
2253,2015-06-27,21,0.82
2254,2015-06-27,22,1.64
2255,2015-06-27,23,1.18
2256,2015-06-28,0,0.85
2257,2015-06-28,1,0.56
2258,2015-06-28,2,0.29
2259,2015-06-28,3,0.37
2260,2015-06-28,4,0.31
2261,2015-06-28,5,0.3
2262,2015-06-28,6,0.38
2263,2015-06-28,7,0.45
2264,2015-06-28,8,0.5
2265,2015-06-28,9,0.64
2266,2015-06-28,10,0.57
2267,2015-06-28,11,0.67
2268,2015-06-28,12,0.7
2269,2015-06-28,13,0.98
2270,2015-06-28,14,0.68
2271,2015-06-28,15,0.59
2272,2015-06-28,16,1.84
2273,2015-06-28,17,1.27
2274,2015-06-28,18,0.9
2275,2015-06-28,19,0.7
2276,2015-06-28,20,1.32
2277,2015-06-28,21,1.41
2278,2015-06-28,22,0.93
2279,2015-06-28,23,0.61
2280,2015-06-29,0,0.42
2281,2015-06-29,1,0.28
2282,2015-06-29,2,0.28
2283,2015-06-29,3,0.29
2284,2015-06-29,4,0.32
2285,2015-06-29,5,0.32
2286,2015-06-29,6,0.56
2287,2015-06-29,7,0.4
2288,2015-06-29,8,0.31
2289,2015-06-29,9,0.46
2290,2015-06-29,10,0.32
2291,2015-06-29,11,0.46
2292,2015-06-29,12,0.31
2293,2015-06-29,13,0.57
2294,2015-06-29,14,0.64
2295,2015-06-29,15,1.26
2296,2015-06-29,16,1.11
2297,2015-06-29,17,0.98
2298,2015-06-29,18,1.04
2299,2015-06-29,19,0.93
2300,2015-06-29,20,0.86
2301,2015-06-29,21,0.99
2302,2015-06-29,22,1.06
2303,2015-06-29,23,1.33
2304,2015-06-30,0,0.74
2305,2015-06-30,1,0.35
2306,2015-06-30,2,0.28
2307,2015-06-30,3,0.28
2308,2015-06-30,4,0.28
2309,2015-06-30,5,0.29
2310,2015-06-30,6,0.27
2311,2015-06-30,7,0.5
2312,2015-06-30,8,0.52
2313,2015-06-30,9,0.36
2314,2015-06-30,10,0.73
2315,2015-06-30,11,0.33
2316,2015-06-30,12,0.97
2317,2015-06-30,13,0.96
2318,2015-06-30,14,0.93
2319,2015-06-30,15,0.39
2320,2015-06-30,16,0.34
2321,2015-06-30,17,0.33
2322,2015-06-30,18,0.41
2323,2015-06-30,19,0.94
2324,2015-06-30,20,1.04
2325,2015-06-30,21,1.19
2326,2015-06-30,22,1.01
2327,2015-06-30,23,0.89
2328,2015-07-01,0,0.69
2329,2015-07-01,1,0.51
2330,2015-07-01,2,0.28
2331,2015-07-01,3,0.26
2332,2015-07-01,4,0.19
2333,2015-07-01,5,0.28
2334,2015-07-01,6,0.28
2335,2015-07-01,7,0.5
2336,2015-07-01,8,0.74
2337,2015-07-01,9,1.02
2338,2015-07-01,10,1.05
2339,2015-07-01,11,0.51
2340,2015-07-01,12,0.51
2341,2015-07-01,13,0.67
2342,2015-07-01,14,0.84
2343,2015-07-01,15,0.8
2344,2015-07-01,16,0.69
2345,2015-07-01,17,0.71
2346,2015-07-01,18,0.7
2347,2015-07-01,19,0.81
2348,2015-07-01,20,0.68
2349,2015-07-01,21,0.91
2350,2015-07-01,22,1.06
2351,2015-07-01,23,1.01
2352,2015-07-02,0,0.7
2353,2015-07-02,1,0.45
2354,2015-07-02,2,0.32
2355,2015-07-02,3,0.29
2356,2015-07-02,4,0.28
2357,2015-07-02,5,0.29
2358,2015-07-02,6,0.43
2359,2015-07-02,7,0.54
2360,2015-07-02,8,0.53
2361,2015-07-02,9,0.51
2362,2015-07-02,10,0.57
2363,2015-07-02,11,0.49
2364,2015-07-02,12,0.54
2365,2015-07-02,13,0.98
2366,2015-07-02,14,0.61
2367,2015-07-02,15,0.49
2368,2015-07-02,16,0.52
2369,2015-07-02,17,0.75
2370,2015-07-02,18,0.69
2371,2015-07-02,19,0.77
2372,2015-07-02,20,1.38
2373,2015-07-02,21,1.35
2374,2015-07-02,22,1.25
2375,2015-07-02,23,0.96
2376,2015-07-03,0,0.72
2377,2015-07-03,1,0.74
2378,2015-07-03,2,0.37
2379,2015-07-03,3,0.28
2380,2015-07-03,4,0.29
2381,2015-07-03,5,0.36
2382,2015-07-03,6,0.35
2383,2015-07-03,7,0.67
2384,2015-07-03,8,0.46
2385,2015-07-03,9,0.58
2386,2015-07-03,10,0.58
2387,2015-07-03,11,0.62
2388,2015-07-03,12,0.74
2389,2015-07-03,13,0.82
2390,2015-07-03,14,0.85
2391,2015-07-03,15,0.91
2392,2015-07-03,16,0.81
2393,2015-07-03,17,1.01
2394,2015-07-03,18,1.74
2395,2015-07-03,19,0.96
2396,2015-07-03,20,1.5
2397,2015-07-03,21,0.94
2398,2015-07-03,22,0.72
2399,2015-07-03,23,0.94
2400,2015-07-04,0,0.66
2401,2015-07-04,1,0.57
2402,2015-07-04,2,0.27
2403,2015-07-04,3,0.29
2404,2015-07-04,4,0.23
2405,2015-07-04,5,0.2
2406,2015-07-04,6,0.41
2407,2015-07-04,7,0.55
2408,2015-07-04,8,0.35
2409,2015-07-04,9,0.36
2410,2015-07-04,10,0.29
2411,2015-07-04,11,0.89
2412,2015-07-04,12,0.61
2413,2015-07-04,13,0.73
2414,2015-07-04,14,0.62
2415,2015-07-04,15,0.72
2416,2015-07-04,16,0.59
2417,2015-07-04,17,0.89
2418,2015-07-04,18,0.66
2419,2015-07-04,19,0.89
2420,2015-07-04,20,1.54
2421,2015-07-04,21,1.33
2422,2015-07-04,22,1.1
2423,2015-07-04,23,1.46
2424,2015-07-05,0,1.17
2425,2015-07-05,1,0.64
2426,2015-07-05,2,0.32
2427,2015-07-05,3,0.33
2428,2015-07-05,4,0.33
2429,2015-07-05,5,0.29
2430,2015-07-05,6,0.26
2431,2015-07-05,7,0.44
2432,2015-07-05,8,0.49
2433,2015-07-05,9,0.66
2434,2015-07-05,10,0.41
2435,2015-07-05,11,0.52
2436,2015-07-05,12,0.55
2437,2015-07-05,13,0.88
2438,2015-07-05,14,0.68
2439,2015-07-05,15,0.74
2440,2015-07-05,16,0.77
2441,2015-07-05,17,0.68
2442,2015-07-05,18,0.99
2443,2015-07-05,19,0.88
2444,2015-07-05,20,0.98
2445,2015-07-05,21,1.3
2446,2015-07-05,22,1.43
2447,2015-07-05,23,0.93
2448,2015-07-06,0,0.56
2449,2015-07-06,1,0.28
2450,2015-07-06,2,0.28
2451,2015-07-06,3,0.28
2452,2015-07-06,4,0.31
2453,2015-07-06,5,0.17
2454,2015-07-06,6,0.27
2455,2015-07-06,7,0.48
2456,2015-07-06,8,0.51
2457,2015-07-06,9,0.66
2458,2015-07-06,10,0.49
2459,2015-07-06,11,0.56
2460,2015-07-06,12,0.57
2461,2015-07-06,13,0.69
2462,2015-07-06,14,0.56
2463,2015-07-06,15,0.29
2464,2015-07-06,16,0.28
2465,2015-07-06,17,0.29
2466,2015-07-06,18,0.52
2467,2015-07-06,19,0.57
2468,2015-07-06,20,0.99
2469,2015-07-06,21,1.09
2470,2015-07-06,22,1.5
2471,2015-07-06,23,1.35
2472,2015-07-07,0,0.6
2473,2015-07-07,1,0.28
2474,2015-07-07,2,0.28
2475,2015-07-07,3,0.27
2476,2015-07-07,4,0.27
2477,2015-07-07,5,0.28
2478,2015-07-07,6,0.53
2479,2015-07-07,7,0.69
2480,2015-07-07,8,0.31
2481,2015-07-07,9,0.53
2482,2015-07-07,10,0.75
2483,2015-07-07,11,0.31
2484,2015-07-07,12,0.36
2485,2015-07-07,13,0.53
2486,2015-07-07,14,0.51
2487,2015-07-07,15,0.71
2488,2015-07-07,16,0.73
2489,2015-07-07,17,0.85
2490,2015-07-07,18,1.84
2491,2015-07-07,19,0.68
2492,2015-07-07,20,1.03
2493,2015-07-07,21,1.0
2494,2015-07-07,22,0.8
2495,2015-07-07,23,0.65
2496,2015-07-08,0,0.29
2497,2015-07-08,1,0.27
2498,2015-07-08,2,0.27
2499,2015-07-08,3,0.27
2500,2015-07-08,4,0.18
2501,2015-07-08,5,0.25
2502,2015-07-08,6,0.44
2503,2015-07-08,7,0.83
2504,2015-07-08,8,0.55
2505,2015-07-08,9,0.98
2506,2015-07-08,10,0.94
2507,2015-07-08,11,0.7
2508,2015-07-08,12,0.46
2509,2015-07-08,13,0.5
2510,2015-07-08,14,0.74
2511,2015-07-08,15,0.73
2512,2015-07-08,16,0.8
2513,2015-07-08,17,1.12
2514,2015-07-08,18,0.72
2515,2015-07-08,19,0.63
2516,2015-07-08,20,0.72
2517,2015-07-08,21,1.09
2518,2015-07-08,22,1.38
2519,2015-07-08,23,0.97
2520,2015-07-09,0,0.28
2521,2015-07-09,1,0.28
2522,2015-07-09,2,0.29
2523,2015-07-09,3,0.28
2524,2015-07-09,4,0.22
2525,2015-07-09,5,0.24
2526,2015-07-09,6,0.34
2527,2015-07-09,7,0.7
2528,2015-07-09,8,0.33
2529,2015-07-09,9,0.27
2530,2015-07-09,10,0.27
2531,2015-07-09,11,0.35
2532,2015-07-09,12,0.28
2533,2015-07-09,13,0.31
2534,2015-07-09,14,0.52
2535,2015-07-09,15,0.59
2536,2015-07-09,16,0.63
2537,2015-07-09,17,0.64
2538,2015-07-09,18,1.48
2539,2015-07-09,19,0.78
2540,2015-07-09,20,0.81
2541,2015-07-09,21,1.03
2542,2015-07-09,22,1.0
2543,2015-07-09,23,0.53
2544,2015-07-10,0,0.32
2545,2015-07-10,1,0.27
2546,2015-07-10,2,0.27
2547,2015-07-10,3,0.29
2548,2015-07-10,4,0.28
2549,2015-07-10,5,0.19
2550,2015-07-10,6,0.28
2551,2015-07-10,7,0.85
2552,2015-07-10,8,0.37
2553,2015-07-10,9,0.81
2554,2015-07-10,10,0.67
2555,2015-07-10,11,0.52
2556,2015-07-10,12,0.66
2557,2015-07-10,13,0.89
2558,2015-07-10,14,0.52
2559,2015-07-10,15,0.52
2560,2015-07-10,16,0.5
2561,2015-07-10,17,0.43
2562,2015-07-10,18,0.68
2563,2015-07-10,19,0.65
2564,2015-07-10,20,0.9
2565,2015-07-10,21,1.14
2566,2015-07-10,22,1.03
2567,2015-07-10,23,2.35
2568,2015-07-11,0,0.51
2569,2015-07-11,1,0.49
2570,2015-07-11,2,0.35
2571,2015-07-11,3,0.28
2572,2015-07-11,4,0.31
2573,2015-07-11,5,0.22
2574,2015-07-11,6,0.28
2575,2015-07-11,7,0.49
2576,2015-07-11,8,0.38
2577,2015-07-11,9,0.44
2578,2015-07-11,10,1.58
2579,2015-07-11,11,0.32
2580,2015-07-11,12,0.61
2581,2015-07-11,13,1.53
2582,2015-07-11,14,0.67
2583,2015-07-11,15,1.59
2584,2015-07-11,16,0.52
2585,2015-07-11,17,0.67
2586,2015-07-11,18,2.3
2587,2015-07-11,19,1.01
2588,2015-07-11,20,1.19
2589,2015-07-11,21,1.45
2590,2015-07-11,22,0.96
2591,2015-07-11,23,0.73
2592,2015-07-12,0,0.47
2593,2015-07-12,1,0.27
2594,2015-07-12,2,0.18
2595,2015-07-12,3,0.28
2596,2015-07-12,4,0.27
2597,2015-07-12,5,0.26
2598,2015-07-12,6,0.18
2599,2015-07-12,7,0.28
2600,2015-07-12,8,0.41
2601,2015-07-12,9,1.15
2602,2015-07-12,10,1.27
2603,2015-07-12,11,2.83
2604,2015-07-12,12,0.92
2605,2015-07-12,13,0.61
2606,2015-07-12,14,0.48
2607,2015-07-12,15,0.77
2608,2015-07-12,16,0.49
2609,2015-07-12,17,1.38
2610,2015-07-12,18,1.06
2611,2015-07-12,19,0.45
2612,2015-07-12,20,0.61
2613,2015-07-12,21,1.2
2614,2015-07-12,22,1.17
2615,2015-07-12,23,0.49
2616,2015-07-13,0,0.19
2617,2015-07-13,1,0.26
2618,2015-07-13,2,0.28
2619,2015-07-13,3,0.27
2620,2015-07-13,4,0.27
2621,2015-07-13,5,0.26
2622,2015-07-13,6,0.27
2623,2015-07-13,7,0.67
2624,2015-07-13,8,0.4
2625,2015-07-13,9,0.18
2626,2015-07-13,10,0.26
2627,2015-07-13,11,0.27
2628,2015-07-13,12,0.27
2629,2015-07-13,13,0.41
2630,2015-07-13,14,0.47
2631,2015-07-13,15,0.39
2632,2015-07-13,16,0.48
2633,2015-07-13,17,1.51
2634,2015-07-13,18,0.86
2635,2015-07-13,19,0.53
2636,2015-07-13,20,0.46
2637,2015-07-13,21,0.72
2638,2015-07-13,22,0.79
2639,2015-07-13,23,0.37
2640,2015-07-14,0,0.24
2641,2015-07-14,1,0.2
2642,2015-07-14,2,0.27
2643,2015-07-14,3,0.27
2644,2015-07-14,4,0.23
2645,2015-07-14,5,0.21
2646,2015-07-14,6,0.28
2647,2015-07-14,7,0.62
2648,2015-07-14,8,0.32
2649,2015-07-14,9,0.31
2650,2015-07-14,10,0.29
2651,2015-07-14,11,0.4
2652,2015-07-14,12,0.5
2653,2015-07-14,13,0.43
2654,2015-07-14,14,0.41
2655,2015-07-14,15,0.58
2656,2015-07-14,16,0.62
2657,2015-07-14,17,0.73
2658,2015-07-14,18,1.05
2659,2015-07-14,19,0.64
2660,2015-07-14,20,0.98
2661,2015-07-14,21,1.27
2662,2015-07-14,22,2.43
2663,2015-07-14,23,0.42
2664,2015-07-15,0,0.28
2665,2015-07-15,1,0.27
2666,2015-07-15,2,0.19
2667,2015-07-15,3,0.25
2668,2015-07-15,4,0.36
2669,2015-07-15,5,0.26
2670,2015-07-15,6,0.2
2671,2015-07-15,7,1.82
2672,2015-07-15,8,0.89
2673,2015-07-15,9,0.25
2674,2015-07-15,10,0.22
2675,2015-07-15,11,0.34
2676,2015-07-15,12,0.29
2677,2015-07-15,13,0.28
2678,2015-07-15,14,0.56
2679,2015-07-15,15,0.52
2680,2015-07-15,16,0.56
2681,2015-07-15,17,1.03
2682,2015-07-15,18,0.97
2683,2015-07-15,19,1.0
2684,2015-07-15,20,1.08
2685,2015-07-15,21,1.02
2686,2015-07-15,22,0.78
2687,2015-07-15,23,0.68
2688,2015-07-16,0,0.25
2689,2015-07-16,1,0.22
2690,2015-07-16,2,0.27
2691,2015-07-16,3,0.27
2692,2015-07-16,4,0.21
2693,2015-07-16,5,0.22
2694,2015-07-16,6,0.27
2695,2015-07-16,7,0.72
2696,2015-07-16,8,0.3
2697,2015-07-16,9,0.27
2698,2015-07-16,10,0.26
2699,2015-07-16,11,0.27
2700,2015-07-16,12,0.3
2701,2015-07-16,13,0.42
2702,2015-07-16,14,0.59
2703,2015-07-16,15,0.59
2704,2015-07-16,16,0.82
2705,2015-07-16,17,2.44
2706,2015-07-16,18,1.33
2707,2015-07-16,19,0.9
2708,2015-07-16,20,0.65
2709,2015-07-16,21,0.9
2710,2015-07-16,22,0.85
2711,2015-07-16,23,1.24
2712,2015-07-17,0,0.43
2713,2015-07-17,1,0.27
2714,2015-07-17,2,0.21
2715,2015-07-17,3,0.23
2716,2015-07-17,4,0.39
2717,2015-07-17,5,0.35
2718,2015-07-17,6,0.27
2719,2015-07-17,7,0.7
2720,2015-07-17,8,0.46
2721,2015-07-17,9,0.38
2722,2015-07-17,10,0.39
2723,2015-07-17,11,0.65
2724,2015-07-17,12,0.5
2725,2015-07-17,13,0.67
2726,2015-07-17,14,0.74
2727,2015-07-17,15,0.57
2728,2015-07-17,16,0.77
2729,2015-07-17,17,1.44
2730,2015-07-17,18,2.54
2731,2015-07-17,19,0.75
2732,2015-07-17,20,0.7
2733,2015-07-17,21,0.99
2734,2015-07-17,22,0.87
2735,2015-07-17,23,0.65
2736,2015-07-18,0,0.35
2737,2015-07-18,1,0.28
2738,2015-07-18,2,0.28
2739,2015-07-18,3,0.29
2740,2015-07-18,4,0.2
2741,2015-07-18,5,0.24
2742,2015-07-18,6,0.28
2743,2015-07-18,7,0.655
2744,2015-07-18,8,1.03
2745,2015-07-18,9,0.68
2746,2015-07-18,10,0.39
2747,2015-07-18,11,0.61
2748,2015-07-18,12,0.74
2749,2015-07-18,13,1.12
2750,2015-07-18,14,0.51
2751,2015-07-18,15,1.62
2752,2015-07-18,16,1.17
2753,2015-07-18,17,0.55
2754,2015-07-18,18,0.51
2755,2015-07-18,19,0.4
2756,2015-07-18,20,0.6
2757,2015-07-18,21,1.01
2758,2015-07-18,22,1.04
2759,2015-07-18,23,0.98
2760,2015-07-19,0,0.86
2761,2015-07-19,1,0.5
2762,2015-07-19,2,0.24
2763,2015-07-19,3,0.28
2764,2015-07-19,4,0.28
2765,2015-07-19,5,0.27
2766,2015-07-19,6,0.28
2767,2015-07-19,7,0.61
2768,2015-07-19,8,1.78
2769,2015-07-19,9,1.16
2770,2015-07-19,10,0.38
2771,2015-07-19,11,0.51
2772,2015-07-19,12,0.85
2773,2015-07-19,13,0.74
2774,2015-07-19,14,0.54
2775,2015-07-19,15,0.43
2776,2015-07-19,16,0.5
2777,2015-07-19,17,1.14
2778,2015-07-19,18,2.65
2779,2015-07-19,19,1.17
2780,2015-07-19,20,0.71
2781,2015-07-19,21,0.84
2782,2015-07-19,22,0.97
2783,2015-07-19,23,0.84
2784,2015-07-20,0,0.3
2785,2015-07-20,1,0.28
2786,2015-07-20,2,0.28
2787,2015-07-20,3,0.36
2788,2015-07-20,4,0.32
2789,2015-07-20,5,0.3
2790,2015-07-20,6,0.19
2791,2015-07-20,7,0.72
2792,2015-07-20,8,1.205
2793,2015-07-20,9,0.5
2794,2015-07-20,10,0.5
2795,2015-07-20,11,0.5
2796,2015-07-20,12,0.49
2797,2015-07-20,13,0.72
2798,2015-07-20,14,0.71
2799,2015-07-20,15,0.71
2800,2015-07-20,16,0.72
2801,2015-07-20,17,0.47
2802,2015-07-20,18,1.71
2803,2015-07-20,19,0.52
2804,2015-07-20,20,0.81
2805,2015-07-20,21,1.23
2806,2015-07-20,22,1.22
2807,2015-07-20,23,0.7
2808,2015-07-21,0,0.3
2809,2015-07-21,1,0.19
2810,2015-07-21,2,0.27
2811,2015-07-21,3,0.28
2812,2015-07-21,4,0.3
2813,2015-07-21,5,0.27
2814,2015-07-21,6,0.2
2815,2015-07-21,7,0.69
2816,2015-07-21,8,0.63
2817,2015-07-21,9,0.54
2818,2015-07-21,10,1.13
2819,2015-07-21,11,2.12
2820,2015-07-21,12,0.67
2821,2015-07-21,13,0.69
2822,2015-07-21,14,0.38
2823,2015-07-21,15,0.28
2824,2015-07-21,16,0.42
2825,2015-07-21,17,0.71
2826,2015-07-21,18,1.25
2827,2015-07-21,19,0.85
2828,2015-07-21,20,0.66
2829,2015-07-21,21,0.88
2830,2015-07-21,22,0.58
2831,2015-07-21,23,0.95
2832,2015-07-22,0,0.75
2833,2015-07-22,1,0.46
2834,2015-07-22,2,0.28
2835,2015-07-22,3,0.19
2836,2015-07-22,4,0.29
2837,2015-07-22,5,0.28
2838,2015-07-22,6,0.22
2839,2015-07-22,7,1.65
2840,2015-07-22,8,0.65
2841,2015-07-22,9,0.51
2842,2015-07-22,10,0.48
2843,2015-07-22,11,0.39
2844,2015-07-22,12,0.59
2845,2015-07-22,13,0.46
2846,2015-07-22,14,0.62
2847,2015-07-22,15,0.57
2848,2015-07-22,16,0.46
2849,2015-07-22,17,1.42
2850,2015-07-22,18,0.93
2851,2015-07-22,19,0.52
2852,2015-07-22,20,0.65
2853,2015-07-22,21,0.68
2854,2015-07-22,22,0.62
2855,2015-07-22,23,0.41
2856,2015-07-23,0,0.28
2857,2015-07-23,1,0.28
2858,2015-07-23,2,0.23
2859,2015-07-23,3,0.24
2860,2015-07-23,4,0.28
2861,2015-07-23,5,0.27
2862,2015-07-23,6,0.28
2863,2015-07-23,7,0.78
2864,2015-07-23,8,0.58
2865,2015-07-23,9,0.43
2866,2015-07-23,10,0.48
2867,2015-07-23,11,0.49
2868,2015-07-23,12,0.66
2869,2015-07-23,13,0.51
2870,2015-07-23,14,0.44
2871,2015-07-23,15,0.55
2872,2015-07-23,16,0.67
2873,2015-07-23,17,0.59
2874,2015-07-23,18,0.85
2875,2015-07-23,19,1.04
2876,2015-07-23,20,1.24
2877,2015-07-23,21,1.24
2878,2015-07-23,22,0.84
2879,2015-07-23,23,0.56
2880,2015-07-24,0,0.29
2881,2015-07-24,1,0.29
2882,2015-07-24,2,0.28
2883,2015-07-24,3,0.28
2884,2015-07-24,4,0.28
2885,2015-07-24,5,0.29
2886,2015-07-24,6,0.27
2887,2015-07-24,7,0.7
2888,2015-07-24,8,0.48
2889,2015-07-24,9,0.32
2890,2015-07-24,10,0.27
2891,2015-07-24,11,0.23
2892,2015-07-24,12,0.41
2893,2015-07-24,13,0.4
2894,2015-07-24,14,0.65
2895,2015-07-24,15,0.61
2896,2015-07-24,16,0.68
2897,2015-07-24,17,0.72
2898,2015-07-24,18,1.05
2899,2015-07-24,19,0.94
2900,2015-07-24,20,1.29
2901,2015-07-24,21,1.39
2902,2015-07-24,22,1.12
2903,2015-07-24,23,0.92
2904,2015-07-25,0,0.74
2905,2015-07-25,1,0.39
2906,2015-07-25,2,0.38
2907,2015-07-25,3,0.33
2908,2015-07-25,4,0.27
2909,2015-07-25,5,0.3
2910,2015-07-25,6,0.33
2911,2015-07-25,7,0.33
2912,2015-07-25,8,0.58
2913,2015-07-25,9,0.6
2914,2015-07-25,10,0.46
2915,2015-07-25,11,1.49
2916,2015-07-25,12,0.64
2917,2015-07-25,13,0.47
2918,2015-07-25,14,0.86
2919,2015-07-25,15,2.13
2920,2015-07-25,16,1.34
2921,2015-07-25,17,1.34
2922,2015-07-25,18,1.02
2923,2015-07-25,19,0.9
2924,2015-07-25,20,1.13
2925,2015-07-25,21,2.26
2926,2015-07-25,22,1.33
2927,2015-07-25,23,0.76
2928,2015-07-26,0,0.64
2929,2015-07-26,1,0.59
2930,2015-07-26,2,0.59
2931,2015-07-26,3,0.28
2932,2015-07-26,4,0.23
2933,2015-07-26,5,0.23
2934,2015-07-26,6,0.27
2935,2015-07-26,7,0.29
2936,2015-07-26,8,0.53
2937,2015-07-26,9,1.12
2938,2015-07-26,10,0.36
2939,2015-07-26,11,0.77
2940,2015-07-26,12,1.02
2941,2015-07-26,13,0.51
2942,2015-07-26,14,0.55
2943,2015-07-26,15,0.5
2944,2015-07-26,16,0.55
2945,2015-07-26,17,0.64
2946,2015-07-26,18,1.15
2947,2015-07-26,19,1.15
2948,2015-07-26,20,0.9
2949,2015-07-26,21,0.87
2950,2015-07-26,22,0.78
2951,2015-07-26,23,0.69
2952,2015-07-27,0,0.34
2953,2015-07-27,1,0.28
2954,2015-07-27,2,0.29
2955,2015-07-27,3,0.27
2956,2015-07-27,4,0.38
2957,2015-07-27,5,0.34
2958,2015-07-27,6,0.38
2959,2015-07-27,7,1.36
2960,2015-07-27,8,1.05
2961,2015-07-27,9,0.46
2962,2015-07-27,10,0.28
2963,2015-07-27,11,0.3
2964,2015-07-27,12,0.29
2965,2015-07-27,13,0.55
2966,2015-07-27,14,0.86
2967,2015-07-27,15,0.79
2968,2015-07-27,16,0.76
2969,2015-07-27,17,0.7
2970,2015-07-27,18,1.11
2971,2015-07-27,19,0.85
2972,2015-07-27,20,0.95
2973,2015-07-27,21,0.73
2974,2015-07-27,22,0.89
2975,2015-07-27,23,1.54
2976,2015-07-28,0,0.5
2977,2015-07-28,1,0.18
2978,2015-07-28,2,0.27
2979,2015-07-28,3,0.33
2980,2015-07-28,4,0.18
2981,2015-07-28,5,0.27
2982,2015-07-28,6,0.37
2983,2015-07-28,7,0.72
2984,2015-07-28,8,0.52
2985,2015-07-28,9,0.31
2986,2015-07-28,10,0.24
2987,2015-07-28,11,0.41
2988,2015-07-28,12,0.89
2989,2015-07-28,13,0.57
2990,2015-07-28,14,0.71
2991,2015-07-28,15,0.77
2992,2015-07-28,16,0.67
2993,2015-07-28,17,1.08
2994,2015-07-28,18,1.33
2995,2015-07-28,19,1.04
2996,2015-07-28,20,0.96
2997,2015-07-28,21,1.38
2998,2015-07-28,22,1.32
2999,2015-07-28,23,0.55
3000,2015-07-29,0,0.28
3001,2015-07-29,1,0.18
3002,2015-07-29,2,0.26
3003,2015-07-29,3,0.28
3004,2015-07-29,4,0.26
3005,2015-07-29,5,0.17
3006,2015-07-29,6,0.28
3007,2015-07-29,7,0.74
3008,2015-07-29,8,0.5
3009,2015-07-29,9,0.66
3010,2015-07-29,10,0.3
3011,2015-07-29,11,0.33
3012,2015-07-29,12,0.55
3013,2015-07-29,13,0.72
3014,2015-07-29,14,0.5
3015,2015-07-29,15,0.53
3016,2015-07-29,16,0.69
3017,2015-07-29,17,0.99
3018,2015-07-29,18,1.62
3019,2015-07-29,19,2.02
3020,2015-07-29,20,1.16
3021,2015-07-29,21,0.82
3022,2015-07-29,22,1.2
3023,2015-07-29,23,1.06
3024,2015-07-30,0,0.6
3025,2015-07-30,1,0.27
3026,2015-07-30,2,0.26
3027,2015-07-30,3,0.16
3028,2015-07-30,4,0.27
3029,2015-07-30,5,0.27
3030,2015-07-30,6,0.25
3031,2015-07-30,7,0.65
3032,2015-07-30,8,0.7
3033,2015-07-30,9,0.58
3034,2015-07-30,10,0.32
3035,2015-07-30,11,0.38
3036,2015-07-30,12,0.48
3037,2015-07-30,13,0.52
3038,2015-07-30,14,0.72
3039,2015-07-30,15,0.86
3040,2015-07-30,16,0.89
3041,2015-07-30,17,1.05
3042,2015-07-30,18,1.09
3043,2015-07-30,19,1.12
3044,2015-07-30,20,1.49
3045,2015-07-30,21,1.61
3046,2015-07-30,22,1.13
3047,2015-07-30,23,0.77
3048,2015-07-31,0,0.28
3049,2015-07-31,1,0.27
3050,2015-07-31,2,0.29
3051,2015-07-31,3,0.27
3052,2015-07-31,4,0.27
3053,2015-07-31,5,0.31
3054,2015-07-31,6,0.33
3055,2015-07-31,7,0.83
3056,2015-07-31,8,0.57
3057,2015-07-31,9,0.51
3058,2015-07-31,10,0.31
3059,2015-07-31,11,0.29
3060,2015-07-31,12,0.29
3061,2015-07-31,13,0.29
3062,2015-07-31,14,0.28
3063,2015-07-31,15,0.28
3064,2015-07-31,16,0.28
3065,2015-07-31,17,0.28
3066,2015-07-31,18,0.35
3067,2015-07-31,19,0.38
3068,2015-07-31,20,0.45
3069,2015-07-31,21,0.46
3070,2015-07-31,22,0.43
