,date,hour,energy_kWh
13149,2016-09-23,21,1.46
13150,2016-09-23,22,1.4
13151,2016-09-23,23,2.29
13152,2016-09-24,0,0.7
13153,2016-09-24,1,0.7
13154,2016-09-24,2,0.7
13155,2016-09-24,3,0.75
13156,2016-09-24,4,0.7
13157,2016-09-24,5,0.75
13158,2016-09-24,6,0.75
13159,2016-09-24,7,0.87
13160,2016-09-24,8,1.04
13161,2016-09-24,9,1.15
13162,2016-09-24,10,0.89
13163,2016-09-24,11,0.79
13164,2016-09-24,12,1.88
13165,2016-09-24,13,2.45
13166,2016-09-24,14,1.65
13167,2016-09-24,15,1.16
13168,2016-09-24,16,1.24
13169,2016-09-24,17,1.24
13170,2016-09-24,18,1.88
13171,2016-09-24,19,1.52
13172,2016-09-24,20,1.3
13173,2016-09-24,21,1.42
13174,2016-09-24,22,1.6
13175,2016-09-24,23,1.1
13176,2016-09-25,0,0.76
13177,2016-09-25,1,0.69
13178,2016-09-25,2,0.71
13179,2016-09-25,3,0.79
13180,2016-09-25,4,0.33
13181,2016-09-25,5,0.86
13182,2016-09-25,6,1.45
13183,2016-09-25,7,1.11
13184,2016-09-25,8,1.62
13185,2016-09-25,9,1.22
13186,2016-09-25,10,0.6
13187,2016-09-25,11,1.05
13188,2016-09-25,12,1.73
13189,2016-09-25,13,0.89
13190,2016-09-25,14,0.75
13191,2016-09-25,15,0.4
13192,2016-09-25,16,0.54
13193,2016-09-25,17,2.02
13194,2016-09-25,18,1.65
13195,2016-09-25,19,2.07
13196,2016-09-25,20,1.41
13197,2016-09-25,21,1.48
13198,2016-09-25,22,0.82
13199,2016-09-25,23,0.69
13200,2016-09-26,0,0.62
13201,2016-09-26,1,0.18
13202,2016-09-26,2,0.6
13203,2016-09-26,3,0.66
13204,2016-09-26,4,0.7
13205,2016-09-26,5,0.72
13206,2016-09-26,6,1.22
13207,2016-09-26,7,2.39
13208,2016-09-26,8,1.27
13209,2016-09-26,9,0.95
13210,2016-09-26,10,0.77
13211,2016-09-26,11,0.64
13212,2016-09-26,12,0.66
13213,2016-09-26,13,1.02
13214,2016-09-26,14,1.05
13215,2016-09-26,15,0.8
13216,2016-09-26,16,1.13
13217,2016-09-26,17,0.91
13218,2016-09-26,18,1.75
13219,2016-09-26,19,1.14
13220,2016-09-26,20,1.07
13221,2016-09-26,21,0.93
13222,2016-09-26,22,0.61
13223,2016-09-26,23,0.74
13224,2016-09-27,0,0.25
13225,2016-09-27,1,0.56
13226,2016-09-27,2,0.66
13227,2016-09-27,3,0.61
13228,2016-09-27,4,0.24
13229,2016-09-27,5,0.64
13230,2016-09-27,6,1.14
13231,2016-09-27,7,1.45
13232,2016-09-27,8,1.0
13233,2016-09-27,9,1.59
13234,2016-09-27,10,1.67
13235,2016-09-27,11,0.48
13236,2016-09-27,12,0.65
13237,2016-09-27,13,0.4
13238,2016-09-27,14,0.51
13239,2016-09-27,15,0.42
13240,2016-09-27,16,0.21
13241,2016-09-27,17,1.16
13242,2016-09-27,18,2.44
13243,2016-09-27,19,1.55
13244,2016-09-27,20,1.09
13245,2016-09-27,21,1.42
13246,2016-09-27,22,0.51
13247,2016-09-27,23,0.6
13248,2016-09-28,0,0.62
13249,2016-09-28,1,0.67
13250,2016-09-28,2,0.74
13251,2016-09-28,3,0.74
13252,2016-09-28,4,0.76
13253,2016-09-28,5,0.77
13254,2016-09-28,6,1.25
13255,2016-09-28,7,1.64
13256,2016-09-28,8,1.57
13257,2016-09-28,9,1.79
13258,2016-09-28,10,1.52
13259,2016-09-28,11,0.9
13260,2016-09-28,12,0.5
13261,2016-09-28,13,0.59
13262,2016-09-28,14,0.47
13263,2016-09-28,15,0.69
13264,2016-09-28,16,0.3
13265,2016-09-28,17,0.73
13266,2016-09-28,18,1.88
13267,2016-09-28,19,1.32
13268,2016-09-28,20,1.32
13269,2016-09-28,21,1.27
13270,2016-09-28,22,1.49
13271,2016-09-28,23,1.01
13272,2016-09-29,0,0.72
13273,2016-09-29,1,0.71
13274,2016-09-29,2,0.79
13275,2016-09-29,3,0.83
13276,2016-09-29,4,0.77
13277,2016-09-29,5,0.76
13278,2016-09-29,6,1.31
13279,2016-09-29,7,1.71
13280,2016-09-29,8,1.25
13281,2016-09-29,9,1.39
13282,2016-09-29,10,1.04
13283,2016-09-29,11,0.75
13284,2016-09-29,12,0.64
13285,2016-09-29,13,0.75
13286,2016-09-29,14,0.79
13287,2016-09-29,15,0.79
13288,2016-09-29,16,1.06
13289,2016-09-29,17,1.69
13290,2016-09-29,18,2.05
13291,2016-09-29,19,1.4
13292,2016-09-29,20,1.2
13293,2016-09-29,21,1.31
13294,2016-09-29,22,1.27
13295,2016-09-29,23,0.86
13296,2016-09-30,0,0.69
13297,2016-09-30,1,0.78
13298,2016-09-30,2,1.08
13299,2016-09-30,3,0.82
13300,2016-09-30,4,0.86
13301,2016-09-30,5,0.81
13302,2016-09-30,6,1.19
13303,2016-09-30,7,1.41
13304,2016-09-30,8,1.47
13305,2016-09-30,9,1.21
13306,2016-09-30,10,1.02
13307,2016-09-30,11,1.02
13308,2016-09-30,12,1.51
13309,2016-09-30,13,0.87
13310,2016-09-30,14,0.77
13311,2016-09-30,15,1.27
13312,2016-09-30,16,1.0
13313,2016-09-30,17,1.54
13314,2016-09-30,18,2.28
13315,2016-09-30,19,2.02
13316,2016-09-30,20,1.6
13317,2016-09-30,21,1.19
13318,2016-09-30,22,1.23
13319,2016-09-30,23,1.51
13320,2016-10-01,0,1.0
13321,2016-10-01,1,0.89
13322,2016-10-01,2,0.85
13323,2016-10-01,3,1.0
13324,2016-10-01,4,0.94
13325,2016-10-01,5,1.01
13326,2016-10-01,6,0.98
13327,2016-10-01,7,1.08
13328,2016-10-01,8,1.38
13329,2016-10-01,9,1.5
13330,2016-10-01,10,1.71
13331,2016-10-01,11,1.79
13332,2016-10-01,12,0.99
13333,2016-10-01,13,0.75
13334,2016-10-01,14,0.74
13335,2016-10-01,15,0.94
13336,2016-10-01,16,2.77
13337,2016-10-01,17,2.65
13338,2016-10-01,18,2.46
13339,2016-10-01,19,1.6
13340,2016-10-01,20,1.73
13341,2016-10-01,21,1.73
13342,2016-10-01,22,1.69
13343,2016-10-01,23,0.86
13344,2016-10-02,0,0.81
13345,2016-10-02,1,0.81
13346,2016-10-02,2,0.31
13347,2016-10-02,3,0.75
13348,2016-10-02,4,0.72
13349,2016-10-02,5,0.89
13350,2016-10-02,6,1.29
13351,2016-10-02,7,1.38
13352,2016-10-02,8,1.95
13353,2016-10-02,9,2.04
13354,2016-10-02,10,1.37
13355,2016-10-02,11,1.02
13356,2016-10-02,12,2.87
13357,2016-10-02,13,3.09
13358,2016-10-02,14,1.55
13359,2016-10-02,15,0.99
13360,2016-10-02,16,2.22
13361,2016-10-02,17,1.64
13362,2016-10-02,18,1.71
13363,2016-10-02,19,2.23
13364,2016-10-02,20,1.25
13365,2016-10-02,21,1.37
13366,2016-10-02,22,1.73
13367,2016-10-02,23,0.97
13368,2016-10-03,0,0.91
13369,2016-10-03,1,0.89
13370,2016-10-03,2,0.77
13371,2016-10-03,3,0.87
13372,2016-10-03,4,0.87
13373,2016-10-03,5,0.93
13374,2016-10-03,6,1.34
13375,2016-10-03,7,1.63
13376,2016-10-03,8,1.63
13377,2016-10-03,9,1.09
13378,2016-10-03,10,0.98
13379,2016-10-03,11,0.72
13380,2016-10-03,12,0.66
13381,2016-10-03,13,0.66
13382,2016-10-03,14,0.94
13383,2016-10-03,15,0.87
13384,2016-10-03,16,1.23
13385,2016-10-03,17,1.14
13386,2016-10-03,18,0.82
13387,2016-10-03,19,1.03
13388,2016-10-03,20,0.78
13389,2016-10-03,21,1.25
13390,2016-10-03,22,1.16
13391,2016-10-03,23,0.87
13392,2016-10-04,0,0.84
13393,2016-10-04,1,0.89
13394,2016-10-04,2,0.84
13395,2016-10-04,3,0.87
13396,2016-10-04,4,0.71
13397,2016-10-04,5,0.8
13398,2016-10-04,6,1.26
13399,2016-10-04,7,1.37
13400,2016-10-04,8,0.98
13401,2016-10-04,9,0.7
13402,2016-10-04,10,0.75
13403,2016-10-04,11,0.99
13404,2016-10-04,12,0.93
13405,2016-10-04,13,0.88
13406,2016-10-04,14,0.86
13407,2016-10-04,15,1.04
13408,2016-10-04,16,1.01
13409,2016-10-04,17,1.39
13410,2016-10-04,18,2.79
13411,2016-10-04,19,2.18
13412,2016-10-04,20,1.52
13413,2016-10-04,21,1.75
13414,2016-10-04,22,1.73
13415,2016-10-04,23,1.24
13416,2016-10-05,0,0.94
13417,2016-10-05,1,0.83
13418,2016-10-05,2,0.67
13419,2016-10-05,3,0.66
13420,2016-10-05,4,0.78
13421,2016-10-05,5,0.7
13422,2016-10-05,6,0.81
13423,2016-10-05,7,1.3
13424,2016-10-05,8,0.68
13425,2016-10-05,9,2.28
13426,2016-10-05,10,2.29
13427,2016-10-05,11,0.94
13428,2016-10-05,12,0.78
13429,2016-10-05,13,1.46
13430,2016-10-05,14,0.93
13431,2016-10-05,15,0.94
13432,2016-10-05,16,0.53
13433,2016-10-05,17,1.55
13434,2016-10-05,18,1.91
13435,2016-10-05,19,1.11
13436,2016-10-05,20,1.33
13437,2016-10-05,21,3.11
13438,2016-10-05,22,1.16
13439,2016-10-05,23,1.15
13440,2016-10-06,0,0.95
13441,2016-10-06,1,0.81
13442,2016-10-06,2,0.3
13443,2016-10-06,3,0.75
13444,2016-10-06,4,0.78
13445,2016-10-06,5,0.7
13446,2016-10-06,6,0.53
13447,2016-10-06,7,1.04
13448,2016-10-06,8,1.5
13449,2016-10-06,9,1.25
13450,2016-10-06,10,1.04
13451,2016-10-06,11,0.95
13452,2016-10-06,12,1.05
13453,2016-10-06,13,1.12
13454,2016-10-06,14,1.05
13455,2016-10-06,15,1.14
13456,2016-10-06,16,1.4
13457,2016-10-06,17,2.22
13458,2016-10-06,18,2.04
13459,2016-10-06,19,1.68
13460,2016-10-06,20,1.34
13461,2016-10-06,21,1.19
13462,2016-10-06,22,1.13
13463,2016-10-06,23,0.95
13464,2016-10-07,0,0.86
13465,2016-10-07,1,0.73
13466,2016-10-07,2,0.69
13467,2016-10-07,3,0.77
13468,2016-10-07,4,0.74
13469,2016-10-07,5,0.73
13470,2016-10-07,6,0.84
13471,2016-10-07,7,1.49
13472,2016-10-07,8,1.69
13473,2016-10-07,9,1.37
13474,2016-10-07,10,1.31
13475,2016-10-07,11,0.85
13476,2016-10-07,12,0.72
13477,2016-10-07,13,0.77
13478,2016-10-07,14,0.69
13479,2016-10-07,15,0.66
13480,2016-10-07,16,0.84
13481,2016-10-07,17,1.17
13482,2016-10-07,18,2.93
13483,2016-10-07,19,2.47
13484,2016-10-07,20,1.62
13485,2016-10-07,21,1.66
13486,2016-10-07,22,1.23
13487,2016-10-07,23,0.78
13488,2016-10-08,0,0.64
13489,2016-10-08,1,0.76
13490,2016-10-08,2,0.84
13491,2016-10-08,3,0.85
13492,2016-10-08,4,0.79
13493,2016-10-08,5,0.8
13494,2016-10-08,6,1.36
13495,2016-10-08,7,1.41
13496,2016-10-08,8,1.31
13497,2016-10-08,9,1.8
13498,2016-10-08,10,1.59
13499,2016-10-08,11,1.03
13500,2016-10-08,12,0.91
13501,2016-10-08,13,0.47
13502,2016-10-08,14,0.76
13503,2016-10-08,15,0.92
13504,2016-10-08,16,1.42
13505,2016-10-08,17,1.75
13506,2016-10-08,18,1.86
13507,2016-10-08,19,1.51
13508,2016-10-08,20,1.06
13509,2016-10-08,21,1.53
13510,2016-10-08,22,1.08
13511,2016-10-08,23,0.85
13512,2016-10-09,0,0.73
13513,2016-10-09,1,1.05
13514,2016-10-09,2,0.71
13515,2016-10-09,3,0.82
13516,2016-10-09,4,1.16
13517,2016-10-09,5,0.83
13518,2016-10-09,6,1.25
13519,2016-10-09,7,1.11
13520,2016-10-09,8,1.58
13521,2016-10-09,9,1.04
13522,2016-10-09,10,1.06
13523,2016-10-09,11,1.01
13524,2016-10-09,12,1.76
13525,2016-10-09,13,1.05
13526,2016-10-09,14,1.19
13527,2016-10-09,15,1.23
13528,2016-10-09,16,0.74
13529,2016-10-09,17,0.75
13530,2016-10-09,18,0.96
13531,2016-10-09,19,0.95
13532,2016-10-09,20,0.88
13533,2016-10-09,21,0.96
13534,2016-10-09,22,1.25
13535,2016-10-09,23,0.8
13536,2016-10-10,0,0.73
13537,2016-10-10,1,0.87
13538,2016-10-10,2,1.31
13539,2016-10-10,3,0.88
13540,2016-10-10,4,0.93
13541,2016-10-10,5,0.94
13542,2016-10-10,6,1.85
13543,2016-10-10,7,1.39
13544,2016-10-10,8,1.5
13545,2016-10-10,9,1.25
13546,2016-10-10,10,2.19
13547,2016-10-10,11,3.45
13548,2016-10-10,12,2.28
13549,2016-10-10,13,1.96
13550,2016-10-10,14,0.98
13551,2016-10-10,15,1.01
13552,2016-10-10,16,1.2
13553,2016-10-10,17,1.44
13554,2016-10-10,18,2.15
13555,2016-10-10,19,1.58
13556,2016-10-10,20,2.26
13557,2016-10-10,21,1.78
13558,2016-10-10,22,1.53
13559,2016-10-10,23,1.23
13560,2016-10-11,0,1.18
13561,2016-10-11,1,1.18
13562,2016-10-11,2,1.31
13563,2016-10-11,3,0.9
13564,2016-10-11,4,1.17
13565,2016-10-11,5,0.98
13566,2016-10-11,6,1.25
13567,2016-10-11,7,1.62
13568,2016-10-11,8,1.64
13569,2016-10-11,9,1.39
13570,2016-10-11,10,1.58
13571,2016-10-11,11,1.63
13572,2016-10-11,12,1.09
13573,2016-10-11,13,0.97
13574,2016-10-11,14,1.18
13575,2016-10-11,15,0.84
13576,2016-10-11,16,0.83
13577,2016-10-11,17,2.34
13578,2016-10-11,18,2.61
13579,2016-10-11,19,1.48
13580,2016-10-11,20,1.72
13581,2016-10-11,21,1.36
13582,2016-10-11,22,1.71
13583,2016-10-11,23,1.6
13584,2016-10-12,0,1.12
13585,2016-10-12,1,0.93
13586,2016-10-12,2,1.19
13587,2016-10-12,3,0.98
13588,2016-10-12,4,0.86
13589,2016-10-12,5,1.25
13590,2016-10-12,6,0.99
13591,2016-10-12,7,1.52
13592,2016-10-12,8,1.56
13593,2016-10-12,9,1.91
13594,2016-10-12,10,2.14
13595,2016-10-12,11,1.45
13596,2016-10-12,12,1.95
13597,2016-10-12,13,1.29
13598,2016-10-12,14,1.21
13599,2016-10-12,15,1.04
13600,2016-10-12,16,1.1
13601,2016-10-12,17,1.48
13602,2016-10-12,18,1.5
13603,2016-10-12,19,2.98
13604,2016-10-12,20,2.03
13605,2016-10-12,21,1.18
13606,2016-10-12,22,1.25
13607,2016-10-12,23,1.44
13608,2016-10-13,0,1.04
13609,2016-10-13,1,0.65
13610,2016-10-13,2,0.79
13611,2016-10-13,3,1.11
13612,2016-10-13,4,0.76
13613,2016-10-13,5,0.86
13614,2016-10-13,6,1.26
13615,2016-10-13,7,1.53
13616,2016-10-13,8,1.23
13617,2016-10-13,9,1.07
13618,2016-10-13,10,1.15
13619,2016-10-13,11,1.48
13620,2016-10-13,12,0.96
13621,2016-10-13,13,1.0
13622,2016-10-13,14,1.01
13623,2016-10-13,15,0.73
13624,2016-10-13,16,1.46
13625,2016-10-13,17,1.76
13626,2016-10-13,18,1.99
13627,2016-10-13,19,1.45
13628,2016-10-13,20,1.51
13629,2016-10-13,21,1.24
13630,2016-10-13,22,1.07
13631,2016-10-13,23,0.67
13632,2016-10-14,0,0.67
13633,2016-10-14,1,0.68
13634,2016-10-14,2,0.78
13635,2016-10-14,3,0.98
13636,2016-10-14,4,0.85
13637,2016-10-14,5,0.85
13638,2016-10-14,6,1.35
13639,2016-10-14,7,1.2
13640,2016-10-14,8,1.22
13641,2016-10-14,9,1.38
13642,2016-10-14,10,1.37
13643,2016-10-14,11,0.89
13644,2016-10-14,12,1.59
13645,2016-10-14,13,0.75
13646,2016-10-14,14,1.43
13647,2016-10-14,15,1.64
13648,2016-10-14,16,1.8
13649,2016-10-14,17,1.21
13650,2016-10-14,18,2.36
13651,2016-10-14,19,1.82
13652,2016-10-14,20,1.61
13653,2016-10-14,21,1.67
13654,2016-10-14,22,1.13
13655,2016-10-14,23,1.34
13656,2016-10-15,0,1.18
13657,2016-10-15,1,1.15
13658,2016-10-15,2,1.0
13659,2016-10-15,3,0.68
13660,2016-10-15,4,0.72
13661,2016-10-15,5,0.9
13662,2016-10-15,6,1.01
13663,2016-10-15,7,1.1
13664,2016-10-15,8,1.54
13665,2016-10-15,9,1.61
13666,2016-10-15,10,1.16
13667,2016-10-15,11,1.2
13668,2016-10-15,12,1.27
13669,2016-10-15,13,2.85
13670,2016-10-15,14,1.48
13671,2016-10-15,15,1.16
13672,2016-10-15,16,1.15
13673,2016-10-15,17,1.96
13674,2016-10-15,18,2.26
13675,2016-10-15,19,1.92
13676,2016-10-15,20,2.01
13677,2016-10-15,21,1.81
13678,2016-10-15,22,1.29
13679,2016-10-15,23,0.89
13680,2016-10-16,0,0.72
13681,2016-10-16,1,0.9
13682,2016-10-16,2,0.75
13683,2016-10-16,3,0.71
13684,2016-10-16,4,0.78
13685,2016-10-16,5,0.81
13686,2016-10-16,6,1.34
13687,2016-10-16,7,1.29
13688,2016-10-16,8,1.24
13689,2016-10-16,9,1.39
13690,2016-10-16,10,0.96
13691,2016-10-16,11,0.69
13692,2016-10-16,12,0.9
13693,2016-10-16,13,1.23
13694,2016-10-16,14,3.1
13695,2016-10-16,15,3.01
13696,2016-10-16,16,3.15
13697,2016-10-16,17,2.43
13698,2016-10-16,18,2.35
13699,2016-10-16,19,1.52
13700,2016-10-16,20,2.03
13701,2016-10-16,21,1.05
13702,2016-10-16,22,1.19
13703,2016-10-16,23,0.71
13704,2016-10-17,0,0.72
13705,2016-10-17,1,0.97
13706,2016-10-17,2,0.73
13707,2016-10-17,3,0.7
13708,2016-10-17,4,0.71
13709,2016-10-17,5,0.8
13710,2016-10-17,6,1.57
13711,2016-10-17,7,1.54
13712,2016-10-17,8,1.16
13713,2016-10-17,9,1.11
13714,2016-10-17,10,1.39
13715,2016-10-17,11,0.98
13716,2016-10-17,12,0.94
13717,2016-10-17,13,1.46
13718,2016-10-17,14,1.4
13719,2016-10-17,15,1.46
13720,2016-10-17,16,1.55
13721,2016-10-17,17,1.98
13722,2016-10-17,18,2.19
13723,2016-10-17,19,2.03
13724,2016-10-17,20,1.85
13725,2016-10-17,21,1.87
13726,2016-10-17,22,1.71
13727,2016-10-17,23,0.91
13728,2016-10-18,0,0.77
13729,2016-10-18,1,0.8
13730,2016-10-18,2,0.75
13731,2016-10-18,3,0.85
13732,2016-10-18,4,0.88
13733,2016-10-18,5,0.99
13734,2016-10-18,6,1.43
13735,2016-10-18,7,1.23
13736,2016-10-18,8,1.26
13737,2016-10-18,9,1.19
13738,2016-10-18,10,1.09
13739,2016-10-18,11,1.05
13740,2016-10-18,12,1.0
13741,2016-10-18,13,1.04
13742,2016-10-18,14,1.37
13743,2016-10-18,15,1.24
13744,2016-10-18,16,1.32
13745,2016-10-18,17,1.72
13746,2016-10-18,18,2.84
13747,2016-10-18,19,1.53
13748,2016-10-18,20,1.62
13749,2016-10-18,21,1.45
13750,2016-10-18,22,1.75
13751,2016-10-18,23,0.88
13752,2016-10-19,0,0.67
13753,2016-10-19,1,1.09
13754,2016-10-19,2,0.84
13755,2016-10-19,3,0.82
13756,2016-10-19,4,0.92
13757,2016-10-19,5,1.24
13758,2016-10-19,6,1.32
13759,2016-10-19,7,1.66
13760,2016-10-19,8,1.75
13761,2016-10-19,9,1.3
13762,2016-10-19,10,0.86
13763,2016-10-19,11,1.01
13764,2016-10-19,12,0.93
13765,2016-10-19,13,0.88
13766,2016-10-19,14,1.22
13767,2016-10-19,15,1.49
13768,2016-10-19,16,1.23
13769,2016-10-19,17,1.31
13770,2016-10-19,18,2.88
13771,2016-10-19,19,1.91
13772,2016-10-19,20,1.71
13773,2016-10-19,21,1.52
13774,2016-10-19,22,1.74
13775,2016-10-19,23,1.12
13776,2016-10-20,0,0.9
13777,2016-10-20,1,1.15
13778,2016-10-20,2,0.71
13779,2016-10-20,3,0.89
13780,2016-10-20,4,0.81
13781,2016-10-20,5,0.99
13782,2016-10-20,6,1.42
13783,2016-10-20,7,1.76
13784,2016-10-20,8,1.27
13785,2016-10-20,9,1.07
13786,2016-10-20,10,1.07
13787,2016-10-20,11,1.11
13788,2016-10-20,12,0.97
13789,2016-10-20,13,1.23
13790,2016-10-20,14,1.52
13791,2016-10-20,15,1.39
13792,2016-10-20,16,1.3
13793,2016-10-20,17,1.98
13794,2016-10-20,18,2.04
13795,2016-10-20,19,2.02
13796,2016-10-20,20,1.42
13797,2016-10-20,21,1.46
13798,2016-10-20,22,1.29
13799,2016-10-20,23,1.17
13800,2016-10-21,0,1.23
13801,2016-10-21,1,1.31
13802,2016-10-21,2,1.03
13803,2016-10-21,3,0.87
13804,2016-10-21,4,0.81
13805,2016-10-21,5,0.8
13806,2016-10-21,6,0.83
13807,2016-10-21,7,1.55
13808,2016-10-21,8,0.94
13809,2016-10-21,9,1.04
13810,2016-10-21,10,1.66
13811,2016-10-21,11,1.33
13812,2016-10-21,12,0.96
13813,2016-10-21,13,1.51
13814,2016-10-21,14,1.41
13815,2016-10-21,15,1.77
13816,2016-10-21,16,1.39
13817,2016-10-21,17,1.99
13818,2016-10-21,18,3.22
13819,2016-10-21,19,1.97
13820,2016-10-21,20,1.93
13821,2016-10-21,21,1.56
13822,2016-10-21,22,1.7
13823,2016-10-21,23,1.24
13824,2016-10-22,0,1.07
13825,2016-10-22,1,1.09
13826,2016-10-22,2,1.45
13827,2016-10-22,3,1.09
13828,2016-10-22,4,1.07
13829,2016-10-22,5,1.11
13830,2016-10-22,6,0.93
13831,2016-10-22,7,1.47
13832,2016-10-22,8,2.21
13833,2016-10-22,9,0.91
13834,2016-10-22,10,0.87
13835,2016-10-22,11,1.62
13836,2016-10-22,12,1.18
13837,2016-10-22,13,2.38
13838,2016-10-22,14,2.2
13839,2016-10-22,15,2.75
13840,2016-10-22,16,1.3
13841,2016-10-22,17,1.22
13842,2016-10-22,18,2.23
13843,2016-10-22,19,1.62
13844,2016-10-22,20,1.67
13845,2016-10-22,21,1.67
13846,2016-10-22,22,1.36
13847,2016-10-22,23,1.32
13848,2016-10-23,0,1.47
13849,2016-10-23,1,0.96
13850,2016-10-23,2,0.89
13851,2016-10-23,3,0.9
13852,2016-10-23,4,1.13
13853,2016-10-23,5,0.79
13854,2016-10-23,6,0.86
13855,2016-10-23,7,0.96
13856,2016-10-23,8,2.54
13857,2016-10-23,9,2.24
13858,2016-10-23,10,1.61
13859,2016-10-23,11,1.54
13860,2016-10-23,12,1.9
13861,2016-10-23,13,1.63
13862,2016-10-23,14,1.15
13863,2016-10-23,15,1.75
13864,2016-10-23,16,1.55
13865,2016-10-23,17,1.47
13866,2016-10-23,18,3.56
13867,2016-10-23,19,1.71
13868,2016-10-23,20,1.97
13869,2016-10-23,21,2.63
13870,2016-10-23,22,1.57
13871,2016-10-23,23,1.02
13872,2016-10-24,0,1.03
13873,2016-10-24,1,1.09
13874,2016-10-24,2,0.76
13875,2016-10-24,3,0.77
13876,2016-10-24,4,0.94
13877,2016-10-24,5,0.92
13878,2016-10-24,6,1.45
13879,2016-10-24,7,1.67
13880,2016-10-24,8,1.22
13881,2016-10-24,9,1.03
13882,2016-10-24,10,1.05
13883,2016-10-24,11,0.94
13884,2016-10-24,12,1.1
13885,2016-10-24,13,0.95
13886,2016-10-24,14,0.92
13887,2016-10-24,15,1.22
13888,2016-10-24,16,1.08
13889,2016-10-24,17,1.65
13890,2016-10-24,18,2.32
13891,2016-10-24,19,1.45
13892,2016-10-24,20,1.59
13893,2016-10-24,21,1.47
13894,2016-10-24,22,1.48
13895,2016-10-24,23,1.27
13896,2016-10-25,0,1.05
13897,2016-10-25,1,1.33
13898,2016-10-25,2,1.21
13899,2016-10-25,3,0.95
13900,2016-10-25,4,0.8
13901,2016-10-25,5,0.74
13902,2016-10-25,6,0.74
13903,2016-10-25,7,1.39
13904,2016-10-25,8,0.53
13905,2016-10-25,9,0.93
13906,2016-10-25,10,1.12
13907,2016-10-25,11,0.85
13908,2016-10-25,12,0.93
13909,2016-10-25,13,1.16
13910,2016-10-25,14,1.29
13911,2016-10-25,15,1.2
13912,2016-10-25,16,1.34
13913,2016-10-25,17,2.33
13914,2016-10-25,18,2.54
13915,2016-10-25,19,1.71
13916,2016-10-25,20,1.37
13917,2016-10-25,21,1.9
13918,2016-10-25,22,1.57
13919,2016-10-25,23,0.86
13920,2016-10-26,0,1.05
13921,2016-10-26,1,0.98
13922,2016-10-26,2,0.81
13923,2016-10-26,3,0.81
13924,2016-10-26,4,0.82
13925,2016-10-26,5,1.0
13926,2016-10-26,6,1.47
13927,2016-10-26,7,1.4
13928,2016-10-26,8,1.04
13929,2016-10-26,9,0.86
13930,2016-10-26,10,1.22
13931,2016-10-26,11,1.43
13932,2016-10-26,12,1.08
13933,2016-10-26,13,1.23
13934,2016-10-26,14,1.4
13935,2016-10-26,15,1.78
13936,2016-10-26,16,1.45
13937,2016-10-26,17,2.19
13938,2016-10-26,18,2.8
13939,2016-10-26,19,1.23
13940,2016-10-26,20,1.46
13941,2016-10-26,21,1.55
13942,2016-10-26,22,1.5
13943,2016-10-26,23,1.03
13944,2016-10-27,0,1.04
13945,2016-10-27,1,1.01
13946,2016-10-27,2,0.83
13947,2016-10-27,3,0.81
13948,2016-10-27,4,0.89
13949,2016-10-27,5,0.51
13950,2016-10-27,6,0.94
13951,2016-10-27,7,1.38
13952,2016-10-27,8,1.02
13953,2016-10-27,9,0.99
13954,2016-10-27,10,0.88
13955,2016-10-27,11,1.25
13956,2016-10-27,12,1.13
13957,2016-10-27,13,1.16
13958,2016-10-27,14,1.66
13959,2016-10-27,15,1.57
13960,2016-10-27,16,1.54
13961,2016-10-27,17,2.17
13962,2016-10-27,18,2.76
13963,2016-10-27,19,1.76
13964,2016-10-27,20,1.5
13965,2016-10-27,21,1.85
13966,2016-10-27,22,3.6
13967,2016-10-27,23,1.01
13968,2016-10-28,0,0.69
13969,2016-10-28,1,0.73
13970,2016-10-28,2,0.74
13971,2016-10-28,3,0.75
13972,2016-10-28,4,0.84
13973,2016-10-28,5,0.85
13974,2016-10-28,6,1.47
13975,2016-10-28,7,1.88
13976,2016-10-28,8,1.52
13977,2016-10-28,9,1.15
13978,2016-10-28,10,1.05
13979,2016-10-28,11,1.08
13980,2016-10-28,12,1.42
13981,2016-10-28,13,1.67
13982,2016-10-28,14,0.86
13983,2016-10-28,15,0.89
13984,2016-10-28,16,0.85
13985,2016-10-28,17,2.29
13986,2016-10-28,18,2.24
13987,2016-10-28,19,1.49
13988,2016-10-28,20,1.8
13989,2016-10-28,21,1.55
13990,2016-10-28,22,1.61
13991,2016-10-28,23,1.31
13992,2016-10-29,0,1.07
13993,2016-10-29,1,0.9
13994,2016-10-29,2,0.79
13995,2016-10-29,3,0.77
13996,2016-10-29,4,1.1
13997,2016-10-29,5,1.03
13998,2016-10-29,6,1.31
13999,2016-10-29,7,1.32
14000,2016-10-29,8,1.52
14001,2016-10-29,9,1.47
14002,2016-10-29,10,1.28
14003,2016-10-29,11,1.46
14004,2016-10-29,12,1.47
14005,2016-10-29,13,2.46
14006,2016-10-29,14,2.16
14007,2016-10-29,15,1.68
14008,2016-10-29,16,1.37
14009,2016-10-29,17,1.73
14010,2016-10-29,18,2.23
14011,2016-10-29,19,2.58
14012,2016-10-29,20,2.39
14013,2016-10-29,21,1.9
14014,2016-10-29,22,1.67
14015,2016-10-29,23,1.11
14016,2016-10-30,0,0.78
14017,2016-10-30,1,0.77
14018,2016-10-30,2,0.95
14019,2016-10-30,3,1.18
14020,2016-10-30,4,0.95
14021,2016-10-30,5,0.85
14022,2016-10-30,6,1.32
